protein_position,competition_label,canonical_gene_symbol,resolution,resolution_note,uniprot_accession,uniprot_entry_name,sgd_id,systematic_name,protein_name,sequence_length,sequence_sha256,string_id,biogrid_id,reactome_ids,kegg_ids,go_ids,uniprot_pathway
3964,SRP1,SRP1,primary_exact,,Q02821,IMA1_YEAST,S000005133,YNL189W,Importin subunit alpha (Karyopherin subunit alpha) (Karyopherin-60) (Serine-rich RNA polymerase I suppressor protein),542,9ad3fd3033770bba614c3daf086e6b867725c7c21669266ed6a96201e8e90b09,4932.YNL189W,35644,,sce:YNL189W,GO:0005634; GO:0005635; GO:0005737; GO:0005829; GO:0006606; GO:0006607; GO:0006612; GO:0008139; GO:0031144; GO:0032991; GO:0042564; GO:0044877; GO:0048471; GO:0051170; GO:0061608; GO:0097718,
3965,SRP101,SRP101,primary_exact,,P32916,SRPR_YEAST,S000002700,YDR292C,Signal recognition particle receptor subunit alpha homolog (SR-alpha) (Docking protein alpha) (DP-alpha),621,66d5f5f4a76cffc2b4532cb6f0f50a99f493d714388c3a575788944be75e2d59,4932.YDR292C,32344,,sce:YDR292C,GO:0003924; GO:0005047; GO:0005525; GO:0005783; GO:0005785; GO:0005789; GO:0006617; GO:0016020; GO:0045047,
3966,SRP102,SRP102,primary_exact,,P36057,SRPB_YEAST,S000001637,YKL154W,Signal recognition particle receptor subunit beta (SR-beta),244,e265116e4da6ff943cbbb9e6f203d7537bbb7d065b945fb0ae5c193ac454dfed,4932.YKL154W,33983,,sce:YKL154W,GO:0005047; GO:0005525; GO:0005785; GO:0005789; GO:0006617; GO:0016020; GO:0042802; GO:0045047,
3967,SRP14,SRP14,primary_exact,,P38985,SRP14_YEAST,S000002250,YDL092W,Signal recognition particle subunit SRP14 (Signal recognition particle 14 kDa protein homolog),146,a322a6b6a21114e4a9d5ea5b1263348e2df1fb8aa45a3f49580a612dcb00e8b6,4932.YDL092W,31968,R-SCE-1799339;R-SCE-6798695,sce:YDL092W,GO:0005634; GO:0005786; GO:0006616; GO:0006617; GO:0008312; GO:0030942; GO:0045047,
3968,SRP21,SRP21,primary_exact,,P32342,SRP21_YEAST,S000001605,YKL122C,Signal recognition particle subunit SRP21 (Signal recognition particle 21 kDa protein),167,2bf68f9c3827f26d3cb83962d0cf4c3c98a79e77706c25778dd6ea6c3f276df4,4932.YKL122C,34013,R-SCE-1799339,sce:YKL122C,GO:0003723; GO:0005634; GO:0005786; GO:0006614; GO:0006617,
3969,SRP40,SRP40,primary_exact,,P32583,SRP40_YEAST,S000001800,YKR092C,Suppressor protein SRP40,406,f8606b4bb53d6eb659ebfe0177da2e8742dd8fee2bc0d2749ad92b8515eae1a6,4932.YKR092C,34223,,sce:YKR092C,GO:0005654; GO:0005730; GO:0006913,
3970,SRP54,SRP54,primary_exact,,P20424,SRP54_YEAST,S000006292,YPR088C,Signal recognition particle subunit SRP54 (EC 3.6.5.4) (Signal recognition particle 54 kDa protein homolog),541,8b39533d56a8253357f53461bdc2729e2af080ba6a0d76c21bd5026a97f86e49,4932.YPR088C,36258,R-SCE-1799339,sce:YPR088C,GO:0003924; GO:0005096; GO:0005525; GO:0005783; GO:0005786; GO:0005829; GO:0006614; GO:0006616; GO:0006617; GO:0008312; GO:0030942,
3971,SRP68,SRP68,primary_exact,,P38687,SRP68_YEAST,S000006164,YPL243W,Signal recognition particle subunit SRP68 (Signal recognition particle 68 kDa protein homolog),599,28cc2c2954f1f9af17f36fea676ee67010d8f16670913f3cc2cb8a132a7f633b,4932.YPL243W,35920,R-SCE-1799339,sce:YPL243W,GO:0005047; GO:0005730; GO:0005737; GO:0005786; GO:0006614; GO:0006617; GO:0008312; GO:0030942; GO:0034399,
3972,SRP72,SRP72,primary_exact,,P38688,SRP72_YEAST,S000006131,YPL210C,Signal recognition particle subunit SRP72 (Signal recognition particle 72 kDa protein homolog),640,549ab4c672cc9c0390f53996ebda5b2374833fca144d47429d861ec659e16317,4932.YPL210C,35975,R-SCE-1799339,sce:YPL210C,GO:0005730; GO:0005786; GO:0005789; GO:0006614; GO:0006617; GO:0008312,
3973,SRS2,SRS2,primary_exact,,P12954,SRS2_YEAST,S000003628,YJL092W,ATP-dependent DNA helicase SRS2 (EC 5.6.2.4) (DNA 3'-5' helicase SRS2),1174,27e9ee8a297c287c0521c7452aa726f7ec3b691bf807124e9936a993d060bde2,4932.YJL092W,33665,,sce:YJL092W,GO:0000725; GO:0003677; GO:0005524; GO:0005634; GO:0006281; GO:0006303; GO:0007127; GO:0008047; GO:0016887; GO:0042262; GO:0043138; GO:0045910; GO:1990986; GO:2000042,
3974,SRT1,SRT1,primary_exact,,Q03175,SRT1_YEAST,S000004707,YMR101C,"Dehydrodolichyl diphosphate synthase complex subunit SRT1 (EC 2.5.1.87) (Ditrans,polycis-polyprenyl diphosphate synthase ((2E,6E)-farnesyl diphosphate specific))",343,0737f3992fbfa07c523600a469f8687b0e08a3eaf45eabba10b75e310e8f6b3f,4932.YMR101C,35277,,sce:YMR101C,GO:0004659; GO:0005783; GO:0005811; GO:0009101; GO:0016094; GO:0043048; GO:0045547; GO:1904423,PATHWAY: Protein modification; protein glycosylation. {ECO:0000305}.
3975,SRV2,SRV2,primary_exact,,P17555,CAP_YEAST,S000005082,YNL138W,Adenylyl cyclase-associated protein (CAP),526,8f85ca2513017479ba4896e9164c5afc6b9002426b13cf84dd6668c0e1fb66da,4932.YNL138W,35688,R-SCE-6798695,sce:YNL138W,GO:0003779; GO:0005737; GO:0007015; GO:0007265; GO:0008179; GO:0030042; GO:0030479; GO:0030833; GO:0030836; GO:0042802; GO:0043332; GO:0046579; GO:0051014; GO:0090141,
3976,SRX1,SRX1,primary_exact,,P36077,SRX1_YEAST,S000001569,YKL086W,Sulfiredoxin (EC 1.8.98.2) (Sulphiredoxin),127,105ea9a4070d18cc6a94c2ab77c25c91b6d87ee032fb8f726d2bcd6577e4b438,4932.YKL086W,34047,R-SCE-9818027,sce:YKL086W,GO:0005524; GO:0005634; GO:0005737; GO:0032272; GO:0032542; GO:0034599,
3977,SRY1,SRY1,primary_exact,,P36007,LTHAD_YEAST,S000001701,YKL218C,L-threo-3-hydroxyaspartate ammonia-lyase (EC 4.3.1.16) (L-threo-3-hydroxyaspartate dehydratase),326,5b1a6976dfc5e8f178fc734e3cfcee3b8b48abd2e323d24685c5689eb06786ab,4932.YKL218C,33947,R-SCE-977347,sce:YKL218C,GO:0000287; GO:0003941; GO:0005524; GO:0006520; GO:0008721; GO:0030170; GO:0030378; GO:0030848; GO:0042219,
3978,SSA1,SSA1,primary_exact,,P10591,HSP71_YEAST,S000000004,YAL005C,Heat shock protein SSA1 (Heat shock protein YG100),642,e2893befd68d905df569057be068fdce0a5e629892f35803327c5bc7fe5b0c17,4932.YAL005C,31786,R-SCE-3371453;R-SCE-3371497;R-SCE-3371568;R-SCE-3371571;R-SCE-6798695;R-SCE-8876725,sce:YAL005C,GO:0000049; GO:0000209; GO:0000329; GO:0002181; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006457; GO:0006606; GO:0006616; GO:0006626; GO:0009277; GO:0016887; GO:0031072; GO:0034605; GO:0035617; GO:0042026; GO:0043161; GO:0044183; GO:0045892; GO:0051082; GO:0070482; GO:0072318; GO:0072671,
3979,SSA2,SSA2,primary_exact,,P10592,HSP72_YEAST,S000003947,YLL024C,Heat shock protein SSA2,639,441a2a5cb6b2f222e10a4fd69e791b25b5d9e38eb34a9fb2d060a50a6ba158dd,4932.YLL024C,31229,R-SCE-3371453;R-SCE-3371497;R-SCE-3371568;R-SCE-3371571;R-SCE-6798695;R-SCE-8876725;R-SCE-9841251,sce:YLL024C,GO:0000049; GO:0000329; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0006457; GO:0006616; GO:0009267; GO:0009277; GO:0016887; GO:0031072; GO:0035719; GO:0042026; GO:0043161; GO:0044183; GO:0045892; GO:0051082; GO:0070482; GO:1903561,
3980,SSA3,SSA3,primary_exact,,P09435,HSP73_YEAST,S000000171,YBL075C,Heat shock protein SSA3,649,577554e414f01723498a341f5f0a516d7558b44ac37eaf1d1bcb1069b48c32f6,4932.YBL075C,32627,R-SCE-3371453;R-SCE-3371497;R-SCE-3371568;R-SCE-3371571;R-SCE-6798695;R-SCE-8876725,sce:YBL075C,GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006457; GO:0006515; GO:0006616; GO:0016887; GO:0031072; GO:0042026; GO:0044183; GO:0051082,
3981,SSA4,SSA4,primary_exact,,P22202,HSP74_YEAST,S000000905,YER103W,Heat shock protein SSA4,642,d84c5532e564b012b23165bf79f6ba10d2713a896e31eb116e3417ec09856f63,4932.YER103W,36849,R-SCE-3371453;R-SCE-3371497;R-SCE-3371568;R-SCE-3371571;R-SCE-6798695;R-SCE-8876725,sce:YER103W,GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006457; GO:0006616; GO:0016887; GO:0031072; GO:0042026; GO:0044183; GO:0051082,
3982,SSB1,SSB1,primary_exact,,P11484,SSB1_YEAST,S000002388,YDL229W,Ribosome-associated molecular chaperone SSB1 (EC 3.6.4.10) (Cold-inducible protein YG101) (Heat shock protein SSB1) (Hsp70 chaperone Ssb),613,f432db7a4ae5862c345b785fb2df17c81e51f774a1550183cfbf5852a62c0f72,4932.YDL229W,31882,R-SCE-3371453;R-SCE-3371497;R-SCE-3371568;R-SCE-3371571;R-SCE-6798695;R-SCE-8876725,sce:YDL229W,GO:0000054; GO:0002181; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006364; GO:0006415; GO:0006450; GO:0006452; GO:0016887; GO:0031072; GO:0042026; GO:0044183; GO:0051082; GO:0051083,
3983,SSB2,SSB2,primary_exact,,P40150,SSB2_YEAST,S000005153,YNL209W,Ribosome-associated molecular chaperone SSB2 (EC 3.6.4.10) (Heat shock protein SSB2) (Hsp70 chaperone Ssb),613,d4d519c1b9b57c4693fd2efe9c22953c58ffaf493fdfcc066640cf55c72392ba,4932.YNL209W,35627,R-SCE-3371453;R-SCE-3371497;R-SCE-3371568;R-SCE-3371571;R-SCE-6798695;R-SCE-8876725,sce:YNL209W,GO:0000054; GO:0002181; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006364; GO:0006450; GO:0006452; GO:0010494; GO:0016887; GO:0031072; GO:0042026; GO:0042149; GO:0044183; GO:0051082; GO:0051083,
3984,SSC1,SSC1,primary_exact,,P0CS90,HSP77_YEAST,S000003806,YJR045C,"Import motor subunit, mitochondrial (EC 3.6.4.10) (Endonuclease SceI 75 kDa subunit) (Endo.SceI 75 kDa subunit) (mtHSP70)",654,77c1c39fdb997c9b371b26d22427ffdef385d1b06de0c2cebc0000e5d824a1d7,4932.YJR045C,33797,R-SCE-3371453;R-SCE-9837999;R-SCE-9865881,sce:YJR045C,GO:0000018; GO:0001405; GO:0005524; GO:0005737; GO:0005739; GO:0005743; GO:0006886; GO:0008566; GO:0016226; GO:0016887; GO:0030150; GO:0030234; GO:0031072; GO:0032042; GO:0033615; GO:0033617; GO:0042026; GO:0042645; GO:0043335; GO:0044183; GO:0050821; GO:0051082; GO:0070130,
3985,SSD1,SSD1,primary_exact,,P24276,SSD1_YEAST,S000002701,YDR293C,Protein SSD1 (Protein SRK1),1250,0fddd3f22b1666ac6d28d0b48265dd4699c500e451fa591fc14e5151b50c2f13,4932.YDR293C,32345,,sce:YDR293C,GO:0000175; GO:0000900; GO:0000932; GO:0003729; GO:0003730; GO:0005634; GO:0005737; GO:0005933; GO:0005935; GO:0006402; GO:0008298; GO:0010494; GO:0017148; GO:0042802; GO:0048027; GO:0051301; GO:0060237; GO:1903450,
3986,SSE1,SSE1,primary_exact,,P32589,HSP7F_YEAST,S000006027,YPL106C,Heat shock protein homolog SSE1 (Chaperone protein MSI3),693,c521bd57c3f6231de283ad98d60bc0772b856fc4c1209b7e2769b7dbd6e79e81,4932.YPL106C,36075,R-SCE-3371453,sce:YPL106C,GO:0000774; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006457; GO:0006914; GO:0010499; GO:0016887; GO:0042026; GO:0042277; GO:0043161,
3987,SSE2,SSE2,primary_exact,,P32590,HSP79_YEAST,S000000373,YBR169C,Heat shock protein homolog SSE2,693,9c5fca3920af37d5b66b9c3f40d21451c84cb7358bd054e7c9d0cb5e698f6a21,4932.YBR169C,32869,R-SCE-3371453,sce:YBR169C,GO:0000774; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006457; GO:0010499; GO:0016887; GO:0042026; GO:0043161,
3988,SSF1,SSF1,primary_exact,,P38789,SSF1_YEAST,S000001108,YHR066W,Ribosome biogenesis protein SSF1,453,06f78fd0040feaf1c65cd297f5d24afdabf4f4643d40ec2887519e9201c338ba,4932.YHR066W,36498,,sce:YHR066W,GO:0000027; GO:0000463; GO:0005730; GO:0008361; GO:0019843; GO:0030687,
3989,SSF2,SSF2,primary_exact,,Q12153,SSF2_YEAST,S000002720,YDR312W,Ribosome biogenesis protein SSF2,453,1893e9412184dc2cd94489c9e901c25f08182c43a3ff2ee31dbe15b8be9b0b44,4932.YDR312W,32365,,sce:YDR312W,GO:0000027; GO:0000463; GO:0005730; GO:0019843; GO:0030687,
3990,SSH1,SSH1,primary_exact,,P38353,SSH1_YEAST,S000000487,YBR283C,Sec sixty-one protein homolog (Ssh1 complex subunit SSH1) (Ssh1 complex subunit alpha),490,fe1789d4869ec5d9a2cf6336773474e446241a69313f0c703a2029c2c81afe9f,4932.YBR283C,32977,,sce:YBR283C,GO:0005048; GO:0005783; GO:0005784; GO:0005789; GO:0006614; GO:0006616; GO:0008320; GO:0031204; GO:0043022; GO:0071261,
3991,SSH4,SSH4,primary_exact,,P32343,SSH4_YEAST,S000001607,YKL124W,Protein SSH4 (Multicopy suppressor of leflunomide protein 4) (Suppressor of SHR3 null mutation protein 4),579,56b40f7e0777825488e909164a77fa5a1b0c022e10863cf83a2aa69eec1a1e58,4932.YKL124W,34012,,sce:YKL124W,GO:0000324; GO:0005774; GO:0005783; GO:0010008; GO:0016192; GO:0043328; GO:1990756,
3992,SSK1,SSK1,primary_exact,,Q07084,SSK1_YEAST,S000003996,YLR006C,Osmolarity two-component system protein SSK1,712,04a6c28d08438c175cb81897352873cd9efb565f84a90c65f54fef07461239b5,4932.YLR006C,31279,,sce:YLR006C,GO:0000156; GO:0005737; GO:0007234; GO:0030295; GO:0031435; GO:0032956; GO:0071468; GO:0071474; GO:1900744,
3993,SSK2,SSK2,primary_exact,,P53599,SSK2_YEAST,S000005314,YNR031C,MAP kinase kinase kinase SSK2 (EC 2.7.11.25) (Suppressor of sensor kinase 2),1579,ca1a424fc01d58fba20447de16379077764ea69ecc4f82bf1914a28a65776a44,4932.YNR031C,35855,,sce:YNR031C,GO:0000131; GO:0003779; GO:0004709; GO:0005524; GO:0005829; GO:0005934; GO:0005935; GO:0005938; GO:0007234; GO:0032956; GO:0038066; GO:0051403; GO:0071474; GO:0106310,
3994,SSK22,SSK22,primary_exact,,P25390,SSK22_YEAST,S000000669,YCR073C,Serine/threonine-protein kinase SSK22 (EC 2.7.11.1) (MAP kinase kinase kinase SSK22) (Suppressor of sensor kinase 22),1331,0f790b10b2fd74ff8f9f58c49672302c4e1fe43ffd4b85e20795671b905937f2,4932.YCR073C,31048,,sce:YCR073C,GO:0004672; GO:0004709; GO:0005524; GO:0005737; GO:0038066; GO:0051403; GO:0106310,
3995,SSL1,SSL1,primary_exact,,Q04673,SSL1_YEAST,S000003995,YLR005W,General transcription and DNA repair factor IIH subunit SSL1 (TFIIH subunit SSL1) (RNA polymerase II transcription factor B subunit SSL1) (TFB subunit SSL1) (Suppressor of stem-loop protein 1),461,96c74de36a34fc4bc3f7d38c28f189cd2c2b9580c25ffce42fea2b0910e9b6d7,4932.YLR005W,31278,R-SCE-113418;R-SCE-674695;R-SCE-6781823;R-SCE-6782135;R-SCE-6782210;R-SCE-6796648;R-SCE-72086;R-SCE-73772;R-SCE-73776;R-SCE-73779;R-SCE-75953;R-SCE-76042;R-SCE-77075,sce:YLR005W,GO:0000112; GO:0000439; GO:0005675; GO:0006289; GO:0006357; GO:0006366; GO:0006367; GO:0008270; GO:0061630,
3996,SSL2,SSL2,primary_exact,,Q00578,RAD25_YEAST,S000001405,YIL143C,General transcription and DNA repair factor IIH helicase/translocase subunit XPB/SSL2 (TFIIH subunit XPB/SSL2) (EC 5.6.2.4) (DNA 3'-5' helicase/translocase XPB/SSL2) (DNA repair helicase RAD25/SSL2) (RNA polymerase II transcription factor B subunit SSL2) (TFB subunit SSL2) (Suppressor of stem-loop mutation 2),843,7e075af4b297a7cbf97b083110e8f516cba314aaf5c68c611eceb3751a60cbe5,4932.YIL143C,34849,R-SCE-113418;R-SCE-674695;R-SCE-6781823;R-SCE-6782135;R-SCE-6782210;R-SCE-6796648;R-SCE-72086;R-SCE-73772;R-SCE-73776;R-SCE-73779;R-SCE-75953;R-SCE-76042;R-SCE-77075,sce:YIL143C,GO:0000019; GO:0000112; GO:0000439; GO:0001111; GO:0001113; GO:0001174; GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0005675; GO:0005829; GO:0006289; GO:0006366; GO:0006367; GO:0015616; GO:0016887; GO:0016973; GO:0043138; GO:0097550,
3997,SSM4,SSM4,primary_exact,,P40318,DOA10_YEAST,S000001292,YIL030C,ERAD-associated E3 ubiquitin-protein ligase DOA10 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase DOA10),1319,c6ef10a5016be924b6c455a91e350626ab6651d6f4a9231e4fcdbd072a1c1b89,4932.YIL030C,34959,,sce:YIL030C,GO:0000837; GO:0004842; GO:0005635; GO:0005637; GO:0005783; GO:0005789; GO:0008270; GO:0016020; GO:0016567; GO:0030970; GO:0036503; GO:0043161; GO:0061630,PATHWAY: Protein modification; protein ubiquitination. {ECO:0000269|PubMed:31445887}.
3998,SSN2,SSN2,primary_exact,,P38931,SSN2_YEAST,S000002851,YDR443C,Mediator of RNA polymerase II transcription subunit 13 (Mediator complex subunit 13) (Protein SCA1) (Suppressor of RNA polymerase B SSN2),1420,2ac575a79f8170fdec34449c5cc35da1370e72d314044fb45909c7050b7227e3,4932.YDR443C,32498,,sce:YDR443C,GO:0000122; GO:0003713; GO:0006351; GO:0016592; GO:0030332; GO:0045944,
3999,SSN3,SSN3,primary_exact,,P39073,SSN3_YEAST,S000005963,YPL042C,Meiotic mRNA stability protein kinase SSN3 (EC 2.7.11.22) (EC 2.7.11.23) (Cyclin-dependent kinase 8) (Suppressor of RNA polymerase B SRB10),555,c27c86cb9151d9ec7aee922f484e9a3bd5a3ed8f1f222652869aff11b0c6acfe,4932.YPL042C,36137,,sce:YPL042C,GO:0000122; GO:0000307; GO:0004672; GO:0004693; GO:0005524; GO:0005634; GO:0006351; GO:0008353; GO:0016592; GO:0031648; GO:0045944; GO:0046872; GO:0051321; GO:0060258; GO:0070481; GO:0106310,
4000,SSN8,SSN8,primary_exact,,P47821,SSN8_YEAST,S000004970,YNL025C,RNA polymerase II holoenzyme cyclin-like subunit (Suppressor of RNA polymerase B 11),323,841ad520b45d46be939cf3f64339b6bc1159a6aba214880531aec931860410ee,4932.YNL025C,35801,,sce:YNL025C,GO:0000122; GO:0000411; GO:0000979; GO:0005634; GO:0006351; GO:0016538; GO:0016592; GO:0034605; GO:0045944; GO:0051321,
4001,SSO1,SSO1,primary_exact,,P32867,SSO1_YEAST,S000006153,YPL232W,Protein SSO1,290,9e89fcebe7299a5ba633455fe89547433123473b319783347767151dc725b0d0,4932.YPL232W,35930,R-SCE-114516;R-SCE-199992;R-SCE-204005;R-SCE-9609523,sce:YPL232W,GO:0000139; GO:0000149; GO:0000329; GO:0005484; GO:0005546; GO:0005628; GO:0005886; GO:0006886; GO:0006887; GO:0006893; GO:0006906; GO:0012505; GO:0030437; GO:0031201; GO:0031321; GO:0035493; GO:0043325; GO:0043934; GO:0048210; GO:0048278; GO:0070300; GO:0071944; GO:0080025; GO:0099500,
4002,SSO2,SSO2,primary_exact,,P39926,SSO2_YEAST,S000004795,YMR183C,Protein SSO2,295,7ba3d90edecbb78345efc3cb34be6d093d629e53e14d4ef187fcc64db025d487,4932.YMR183C,35361,R-SCE-114516;R-SCE-199992;R-SCE-204005;R-SCE-9609523,sce:YMR183C,GO:0000139; GO:0000149; GO:0005484; GO:0005628; GO:0005737; GO:0005783; GO:0005886; GO:0006886; GO:0006887; GO:0006893; GO:0006906; GO:0012505; GO:0031201; GO:0031321; GO:0048210; GO:0048278; GO:0070300; GO:0071944; GO:0099500,
4003,SSP1,SSP1,primary_exact,,P38871,SSP1_YEAST,S000001227,YHR184W,Sporulation-specific protein 1,571,08ce86ad6bdc4f44b8b0945b6f0a20fcdec97419f663bffd3078b7b92a0f5302,4932.YHR184W,36617,,sce:YHR184W,GO:0005628; GO:0030476; GO:0032120; GO:0051301; GO:0070056,
4004,SSP120,SSP120,primary_exact,,P39931,SS120_YEAST,S000004240,YLR250W,Protein SSP120,234,abeddfdcfed8218fd66d59653c4fdb2c82dde3307d5d8c2dfc991a74dfa8e7f7,4932.YLR250W,31518,,sce:YLR250W,GO:0000324; GO:0005509; GO:0005737; GO:0005793,
4005,SSQ1,SSQ1,primary_exact,,Q05931,HSP7Q_YEAST,S000004361,YLR369W,"Iron-sulfur cluster biogenesis chaperone, mitochondrial (EC 3.6.4.10) (Heat shock protein SSQ1, mitochondrial) (Stress-seventy subfamily Q protein 1) (mtHSP70 homolog)",657,be7de9168035e2b430f6572ebcf7942f4b909ce021d69186388f763440515dc1,4932.YLR369W,31629,,sce:YLR369W,GO:0005524; GO:0005737; GO:0005739; GO:0005759; GO:0006879; GO:0016226; GO:0016887; GO:0031072; GO:0042026; GO:0044183; GO:0044571; GO:0051082,
4006,SSS1,SSS1,primary_exact,,P35179,SC61G_YEAST,S000002493,YDR086C,Protein transport protein SSS1 (Sec61 complex subunit SSS1) (Sec61 complex subunit gamma) (Ssh1 complex subunit SSS1) (Ssh1 complex subunit gamma),80,8e5ea4500851b2bb7a88d0190db24ba0adc7af920053c6dd9991f61bc359bd3c,4932.YDR086C,32142,R-SCE-9609523,sce:YDR086C,GO:0005198; GO:0005637; GO:0005783; GO:0005784; GO:0005789; GO:0006614; GO:0006616; GO:0008320; GO:0030867; GO:0031204; GO:0071261,
4007,SST2,SST2,primary_exact,,P11972,SST2_YEAST,S000004444,YLR452C,Protein SST2,698,5de6bbec598926d3c24594e169a83135aeba009268b1da1d8c6d006285a7162f,4932.YLR452C,31710,R-SCE-418594,sce:YLR452C,GO:0000747; GO:0005096; GO:0005886; GO:0007165; GO:0009898; GO:0035556; GO:0045744; GO:0071444,
4008,SSU1,SSU1,primary_exact,,P41930,SSU1_YEAST,S000006013,YPL092W,Sulfite efflux pump SSU1 (Sulfite sensitivity protein SSU1),458,1038e2e254baba538b104d3affd709918544aa9b13f9d6f088e86401f7707544,4932.YPL092W,36089,,sce:YPL092W,GO:0000316; GO:0000319; GO:0005783; GO:0005886; GO:0071944,
4009,SSU72,SSU72,primary_exact,,P53538,SSU72_YEAST,S000005166,YNL222W,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 (CTD phosphatase SSU72) (EC 3.1.3.16) (Suppressor of SUA7 protein 2),206,89b9e83e55915fc2b379d655ff57f9d3cb0fe50dee8688de95b57f0c5e535cf5,4932.YNL222W,35614,,sce:YNL222W,GO:0001174; GO:0004721; GO:0004722; GO:0004725; GO:0005634; GO:0005847; GO:0006367; GO:0006368; GO:0006369; GO:0008420; GO:0009302; GO:0030846; GO:0030847; GO:0031124; GO:0031564,
4010,SSY5,SSY5,primary_exact,,P47002,SSY5_YEAST,S000003692,YJL156C,SPS-sensor serine protease component SSY5 (Endoprotease SSY5),699,6024abd0c29c77cf2abd4498c15efa4bde5f6d92061b4d6166369c0315383cb8,4932.YJL156C,33604,,sce:YJL156C,GO:0004252; GO:0005886; GO:0016485; GO:0016540; GO:0043200,
4011,SSZ1,SSZ1,primary_exact,,P38788,SSZ1_YEAST,S000001106,YHR064C,Ribosome-associated complex subunit SSZ1 (DnaK-related protein SSZ1) (Heat shock protein 70 homolog SSZ1) (Pleiotropic drug resistance protein 13),538,43454f6b79454b928d678a5abea7527747d619964fb1f0c3022b91180c557b8c,4932.YHR064C,36496,R-SCE-3371453;R-SCE-3371497;R-SCE-3371568;R-SCE-3371571;R-SCE-6798695;R-SCE-8876725,sce:YHR064C,GO:0002181; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006364; GO:0006450; GO:0006452; GO:0006457; GO:0016887; GO:0031072; GO:0042026; GO:0044183; GO:0051082; GO:0051083,
4012,STB1,STB1,primary_exact,,P42845,STB1_YEAST,S000005253,YNL309W,Protein STB1 (SIN3-binding protein 1),420,c0f24193424c99c70989307259ba999d6ab99804fcd620ca3de51025ba369c13,4932.YNL309W,35530,,sce:YNL309W,GO:0000082; GO:0003713; GO:0005634; GO:0005737; GO:0006357; GO:0030907; GO:0031496; GO:0033309; GO:0045944; GO:0070822,
4013,STB2,STB2,primary_exact,,P46679,STB2_YEAST,S000004657,YMR053C,Protein STB2,850,88888921573f0019a0fe5996649f5abe287054f5ecc5aae504f205066ebda9da,4932.YMR053C,35229,,sce:YMR053C,GO:0070822,
4014,STB3,STB3,primary_exact,,Q12427,STB3_YEAST,S000002576,YDR169C,Protein STB3 (SIN3-binding protein 3),513,cfbb2f767588203a61b496172ceb2ef3f32aa7178c996b584d8f1ad1a0273886,4932.YDR169C,32220,,sce:YDR169C,GO:0000976; GO:0001228; GO:0005634; GO:0005737; GO:0043565; GO:0045944; GO:0071333,
4015,STB4,STB4,primary_exact,,P50104,STB4_YEAST,S000004621,YMR019W,Probable transcriptional regulatory protein STB4,949,7c82e8fe99226fa13badb4e9930d8c6b089e2feab7e438481b48d79c998592f7,4932.YMR019W,35190,,sce:YMR019W,GO:0000981; GO:0003677; GO:0005634; GO:0005739; GO:0006351; GO:0008270; GO:0043565,
4016,STB5,STB5,primary_exact,,P38699,STB5_YEAST,S000001221,YHR178W,Protein STB5,743,daa7d3b9033544e87579dd18692afd105b2326d88019ed235201ee13f4fe1342,4932.YHR178W,36611,,sce:YHR178W,GO:0000981; GO:0003700; GO:0005634; GO:0006357; GO:0006368; GO:0008270; GO:0034599; GO:0043565; GO:0045944,
4017,STB6,STB6,primary_exact,,P36085,STB6_YEAST,S000001555,YKL072W,Protein STB6,766,443b774e4444770e9fd73b439890acb5f33348e093800f8872724d65ec5fd2e3,4932.YKL072W,34059,,sce:YKL072W,GO:0070822,
